record_id,outlet_id,outlet_name,area,zone,store_format,store_size_sqft,opening_year,month,footfall,orders,avg_order_value,revenue,cogs,rent,salaries,marketing_spend,utilities,total_cost,profit,profit_margin_pct
R10492,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2024-01,7437,4102,233,954200,300787,74800,107300,75612,36600,595099,359101,37.6
R10493,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2024-02,5772,3444,270,930650,283131,74800,85200,44650,50500,538281,392369,42.2
R10494,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2024-03,7543,4389,215,944670,291446,74800,103000,51768,36000,557014,387656,41
R10495,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2024-04,7213,4744,261,1235960,430962,74800,89600,121128,49900,766390,469570,38
R10496,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2024-05,7510,5011,231,1159180,392181,74800,62300,39868,38600,607749,551431,47.6
R10497,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2024-06,7155,4287,232,996240,309806,74800,97800,31069,43700,557175,439065,44.1
R10498,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2024-07,6395,3519,275,967230,312928,74800,74400,78222,39300,579650,387580,40.1
R10499,OUT125,BrewBite Jayanagar Standalone,Jayanagar,South,Standalone,880,2022,2024-08,7911,4349,238,1034370,323786,74800,91900,31542,43800,565828,468542,45.3
R10500,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-01,5089,2570,253,650060,226835,32100,49900,34875,36300,380010,270050,41.5
R10501,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-02,5411,3594,220,789670,297353,32100,41300,48236,32300,451289,338381,42.9
R10502,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-03,5045,2575,260,670600,198012,32100,49100,35644,25700,340556,330044,49.2
R10503,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-04,5815,3603,263,948510,307167,32100,45500,61941,27700,474408,474102,50
R10504,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-05,5735,3788,233,881080,263282,32100,41400,42676,27300,406758,474322,53.8
R10505,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-06,5642,3851,252,968970,289265,32100,47500,31198,29800,429863,539107,55.6
R10506,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-07,4809,2924,230,672460,193268,32100,43700,43527,26000,338595,333865,49.6
R10507,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-08,5117,3472,237,822410,246647,32100,39400,42294,33300,393741,428669,52.1
R10508,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-09,5305,3460,229,792260,233904,32100,42100,51220,28100,387424,404836,51.1
R10509,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-10,6518,4235,246,1042690,362010,32100,50600,26811,26300,497821,544869,52.3
R10510,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-11,6032,3365,227,763640,276135,32100,40800,48290,23500,420825,342815,44.9
R10511,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2023-12,6915,4782,286,1367280,452749,32100,51800,74155,27300,638104,729176,53.3
R10512,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2024-01,5262,3490,200,697820,201639,32100,48000,34386,25100,341225,356595,51.1
R10513,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2024-02,5059,2905,223,648220,199842,32100,37400,18313,28400,316055,332165,51.2
R10514,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2024-03,5001,3081,251,773010,253476,32100,42200,40794,30800,399370,373640,48.3
R10515,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2024-04,5711,3298,243,802720,254362,32100,48700,37387,25700,398249,404471,50.4
R10516,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2024-05,6101,3973,229,907910,298042,32100,44500,34870,26200,435712,472198,52
R10517,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2024-06,4940,3598,266,957030,308832,32100,46900,60141,22300,470273,486757,50.9
R10518,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2024-07,4788,2906,193,560810,186468,32100,38200,30929,26200,313897,246913,44
R10519,OUT126,BrewBite JP Nagar Food,JP Nagar,South,Food Court,472,2019,2024-08,5277,3054,230,703490,221146,32100,40800,21334,25100,340480,363010,51.6
R10520,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-01,3619,2270,240,545500,178993,83400,98700,35265,52200,448558,96942,17.8
R10521,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-02,3291,2066,223,461340,156321,83400,106500,27982,45700,419903,41437,9
R10522,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-03,3279,1650,257,423470,139443,83400,118600,18960,48700,409103,14367,3.4
R10523,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-04,3584,2510,246,616280,214726,83400,105600,17740,43500,464966,151314,24.6
R10524,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-05,3424,2058,234,481310,150893,83400,96300,22565,49600,402758,78552,16.3
R10525,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-06,3445,2018,193,389030,114548,83400,109800,16486,54500,378734,10296,2.6
R10526,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-07,2836,1625,214,347920,130028,83400,100000,13405,41300,368133,-20213,-5.8
R10527,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-08,3009,1874,225,422270,129635,83400,114700,28899,51600,408234,14036,3.3
R10528,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-09,3265,1943,239,464280,154906,83400,103900,24106,47000,413312,50968,11
R10529,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-10,3171,1512,240,363250,122395,83400,100400,12603,53100,371898,-8648,-2.4
R10530,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-11,4068,2327,269,625810,198553,83400,127000,33695,51300,493948,131862,21.1
R10531,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2023-12,4461,2131,198,422870,147604,83400,99600,33134,56500,420238,2632,0.6
R10532,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2024-01,4118,2638,255,672840,212492,83400,93100,33683,51200,473875,198965,29.6
R10533,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2024-02,4380,3333,236,786910,261957,83400,114200,46691,39800,546048,240862,30.6
R10534,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2024-03,4945,3643,271,987970,301489,83400,120200,44008,41500,590597,397373,40.2
R10535,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2024-04,5039,3184,213,678240,219163,83400,102900,34512,52000,491975,186265,27.5
R10536,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2024-05,5283,3078,189,580760,169095,83400,113900,34334,51600,452329,128431,22.1
R10537,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2024-06,5983,4228,291,1231210,385628,83400,104500,62548,54800,690876,540334,43.9
R10538,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2024-07,5498,3295,246,810500,248894,83400,135900,43190,41000,552384,258116,31.8
R10539,OUT127,BrewBite Rajajinagar High,Rajajinagar,West,High Street,1166,2023,2024-08,5344,3230,224,723470,213276,83400,108800,37539,46800,489815,233655,32.3
R10540,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-01,6387,4420,228,1008230,303024,25400,37900,39427,23300,429051,579179,57.4
R10541,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-02,6144,3661,224,818880,288887,25400,31000,40670,26600,412557,406323,49.6
R10542,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-03,6781,4483,194,867620,269348,25400,36700,29319,26500,387267,480353,55.4
R10543,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-04,6482,4581,217,992320,315408,25400,34000,48538,29900,453246,539074,54.3
R10544,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-05,8599,5215,228,1186640,379822,25400,37400,51621,30900,525143,661497,55.7
R10545,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-06,7889,5420,209,1133530,346936,25400,30600,62628,31300,496864,636666,56.2
R10546,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-07,6873,4085,292,1190890,368642,25400,30600,35055,24100,483797,707093,59.4
R10547,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-08,7452,4721,224,1057230,341756,25400,35300,52893,21400,476749,580481,54.9
R10548,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-09,8009,5327,258,1373000,448573,25400,37500,39251,31000,581724,791276,57.6
R10549,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-10,8893,5913,284,1677820,589655,25400,36400,74987,29200,755642,922178,55
R10550,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-11,9302,6060,232,1406890,428398,25400,38200,46898,28200,567096,839794,59.7
R10551,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2023-12,9616,6106,245,1492960,493544,25400,40700,48246,21500,629390,863570,57.8
R10552,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2024-01,7716,4505,227,1022280,313158,25400,34600,56265,31100,460523,561757,55
R10553,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2024-02,7234,5018,253,1268440,400016,25400,34300,43218,26300,529234,739206,58.3
R10554,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2024-03,7647,5188,207,1074230,312977,25400,34400,67455,28200,468432,605798,56.4
R10555,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2024-04,8097,5453,236,1284990,375929,25400,35600,43383,25900,506212,778778,60.6
R10556,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2024-05,7976,4532,269,1219960,425519,25400,39000,36766,24400,551085,668875,54.8
R10557,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2024-06,6795,3176,208,660290,219394,25400,34200,30487,25200,334681,325609,49.3
R10558,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2024-07,6257,3450,187,644470,199287,25400,34300,44988,18700,322675,321795,49.9
R10559,OUT128,BrewBite Bellandur Food,Bellandur,East,Food Court,374,2022,2024-08,7379,4443,274,1218490,372535,25400,33200,64395,22100,517630,700860,57.5
R10560,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-01,6007,3384,332,1123430,367246,45900,65300,66364,31400,576210,547220,48.7
R10561,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-02,4911,3165,229,725570,210212,45900,56600,28709,29300,370721,354849,48.9
R10562,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-03,5349,3363,293,984550,312877,45900,55800,78925,23200,516702,467848,47.5
R10563,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-04,5329,3325,321,1068810,314367,45900,45700,40566,25900,472433,596377,55.8
R10564,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-05,5578,3143,256,805480,256244,45900,53400,24077,25600,405221,400259,49.7
R10565,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-06,5560,3864,286,1104110,365380,45900,43600,56987,25900,537767,566343,51.3
R10566,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-07,5423,2790,272,759830,212414,45900,50700,38075,30300,377389,382441,50.3
R10567,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-08,5206,2969,326,966610,319970,45900,52200,46340,24200,488610,478000,49.5
R10568,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-09,5708,3448,309,1064910,317617,45900,48600,80253,25000,517370,547540,51.4
R10569,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-10,5946,3891,295,1148690,342324,45900,46000,85382,31300,550906,597784,52
R10570,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-11,6856,3969,267,1057790,354485,45900,52700,70341,23400,546826,510964,48.3
R10571,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2023-12,8284,4875,300,1460870,477390,45900,49100,98625,30900,701915,758955,52
R10572,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2024-01,7486,4793,288,1378760,435616,45900,51100,74031,31300,637947,740813,53.7
R10573,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2024-02,6474,3558,235,835460,245516,45900,51000,31508,23600,397524,437936,52.4
R10574,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2024-03,8047,4239,268,1134240,373587,45900,43600,52611,31300,546998,587242,51.8
R10575,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2024-04,8991,5419,262,1417130,489853,45900,52900,98073,30300,717026,700104,49.4
R10576,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2024-05,9786,6061,308,1864300,581300,45900,53500,73231,29100,783031,1081269,58
R10577,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2024-06,10730,6668,285,1897900,571300,45900,47000,75274,32500,771974,1125926,59.3
R10578,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2024-07,11288,7043,267,1878600,577817,45900,55500,101444,35300,815961,1062639,56.6
R10579,OUT129,BrewBite Domlur Food,Domlur,East,Food Court,478,2023,2024-08,10114,5806,279,1619320,486157,45900,58000,81034,30700,701791,917529,56.7
R10580,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-01,6145,3488,266,928720,306600,30700,47000,51632,26200,462132,466588,50.2
R10581,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-02,5871,3576,231,827710,251953,30700,42700,53808,31500,410661,417049,50.4
R10582,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-03,6620,3480,197,685450,240083,30700,43200,28034,22700,364717,320733,46.8
R10583,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-04,6943,3680,247,910590,294934,30700,40900,55806,25200,447540,463050,50.9
R10584,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-05,7389,4674,256,1198640,382913,30700,43700,55988,22300,535601,663039,55.3
R10585,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-06,6213,3872,254,984230,307213,30700,45000,72575,26700,482188,502042,51
R10586,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-07,6217,4366,248,1083700,362093,30700,42800,59913,30100,525606,558094,51.5
R10587,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-08,6665,4262,215,916810,287023,30700,40600,51273,25600,435196,481614,52.5
R10588,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-09,6836,4590,236,1081090,377808,30700,52000,65572,25300,551380,529710,49
R10589,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-10,7749,5076,223,1133470,365465,30700,45300,74354,27300,543119,590351,52.1
R10590,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-11,7566,3937,260,1023060,298383,30700,39200,32489,21900,422672,600388,58.7
R10591,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2023-12,6578,4530,234,1058740,372945,30700,37800,25807,26600,493852,564888,53.4
R10592,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2024-01,6911,4270,248,1059810,367224,30700,50600,43226,30300,522050,537760,50.7
R10593,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2024-02,6444,4079,239,973130,301450,30700,35300,35175,29100,431725,541405,55.6
R10594,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2024-03,6035,3240,246,798550,247439,30700,41900,44095,30400,394534,404016,50.6
R10595,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2024-04,6281,3993,245,976440,322830,30700,43000,51970,20000,468500,507940,52
R10596,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2024-05,6403,3420,243,832530,269026,30700,49700,35204,27100,411730,420800,50.5
R10597,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2024-06,5229,3564,254,905050,256801,30700,47700,29312,28700,393213,511837,56.6
R10598,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2024-07,5439,2937,260,763220,252103,30700,42800,34345,24600,384548,378672,49.6
R10599,OUT130,BrewBite Marathahalli Food,Marathahalli,East,Food Court,452,2020,2024-08,5756,3465,239,826420,266047,30700,46100,43467,29300,415614,410806,49.7
R10600,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-01,6555,4182,202,846770,255660,123200,134400,24681,60100,598041,248729,29.4
R10601,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-02,7623,4822,250,1204910,400472,123200,138300,60920,55100,777992,426918,35.4
R10602,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-03,7309,5170,226,1169590,373873,123200,118600,32233,51100,699006,470584,40.2
R10603,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-04,8129,4683,256,1199200,373866,123200,127800,70442,52600,747908,451292,37.6
R10604,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-05,6535,3299,265,874690,263453,123200,130600,68946,45500,631699,242991,27.8
R10605,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-06,6611,4455,254,1129770,351599,123200,153000,65385,50900,744084,385686,34.1
R10606,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-07,6390,4493,284,1273980,374078,123200,136900,49017,49800,732995,540985,42.5
R10607,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-08,7409,5456,239,1301600,421956,123200,109700,77507,55800,788163,513437,39.4
R10608,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-09,7460,3770,257,968140,309647,123200,130200,53831,52200,669078,299062,30.9
R10609,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-10,7905,5487,210,1151780,391715,123200,154800,58575,60800,789090,362690,31.5
R10610,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-11,7935,4683,226,1058330,354251,123200,146400,71521,54500,749872,308458,29.1
R10611,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2023-12,8527,5677,212,1203870,362679,123200,117600,53386,49800,706665,497205,41.3
R10612,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2024-01,8040,4445,260,1157480,381866,123200,136000,61341,44600,747007,410473,35.5
R10613,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2024-02,6354,4055,226,916260,294569,123200,99600,41519,51100,609988,306272,33.4
R10614,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2024-03,7577,4781,236,1128740,367543,123200,130500,69213,40400,730856,397884,35.3
R10615,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2024-04,7209,4899,254,1245530,436703,123200,152300,39887,53000,805090,440440,35.4
R10616,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2024-05,7756,4847,239,1157700,365948,123200,133500,45533,59300,727481,430219,37.2
R10617,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2024-06,7137,4465,214,956280,296327,123200,140000,73474,52200,685201,271079,28.3
R10618,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2024-07,6657,3358,230,771340,240781,123200,152000,45442,53600,615023,156317,20.3
R10619,OUT131,BrewBite Yelahanka Mall,Yelahanka,North,Mall,1400,2020,2024-08,7010,4433,232,1027090,338119,123200,147200,22133,60600,691252,335838,32.7
R10620,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-01,4066,2961,268,792080,243148,63700,72900,39680,34200,453628,338452,42.7
R10621,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-02,4185,2825,254,717910,225659,63700,66900,55130,26600,437989,279921,39
R10622,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-03,3580,1936,226,437010,132849,63700,75200,20983,36700,329432,107578,24.6
R10623,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-04,5670,3351,224,749750,241435,63700,65500,17456,40800,428891,320859,42.8
R10624,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-05,5467,3304,197,651700,227434,63700,74800,32092,37700,435726,215974,33.1
R10625,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-06,4799,3080,217,668670,214619,63700,69900,31430,34700,414349,254321,38
R10626,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-07,4641,2922,257,751790,260331,63700,76000,53108,39500,492639,259151,34.5
R10627,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-08,5130,3021,229,691320,212760,63700,81300,36526,30700,424986,266334,38.5
R10628,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-09,5035,3469,235,816120,240826,63700,70900,32437,36400,444263,371857,45.6
R10629,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-10,6032,4192,219,919360,292170,63700,72600,28501,34500,491471,427889,46.5
R10630,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-11,5789,3857,253,977210,302396,63700,71300,53509,38400,529305,447905,45.8
R10631,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2023-12,6474,3308,204,674430,187627,63700,76300,30525,42400,400552,273878,40.6
R10632,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2024-01,5006,3426,218,748470,233065,63700,61600,44538,34900,437803,310667,41.5
R10633,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2024-02,5514,3973,230,915550,297762,63700,64100,55068,30500,511130,404420,44.2
R10634,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2024-03,4525,2912,220,640380,195509,63700,70900,29876,30200,390185,250195,39.1
R10635,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2024-04,5888,3777,253,953820,306086,63700,72400,48743,38900,529829,423991,44.5
R10636,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2024-05,5134,2991,189,564280,196090,63700,67900,23005,33500,384195,180085,31.9
R10637,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2024-06,4958,3156,228,720470,213248,63700,70000,40288,36300,423536,296934,41.2
R10638,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2024-07,4203,2458,258,634700,197106,63700,72200,32213,37700,402919,231781,36.5
R10639,OUT132,BrewBite BTM Layout Standalone,BTM Layout,South,Standalone,749,2022,2024-08,5836,3460,235,812980,263604,63700,74300,38518,35900,476022,336958,41.4
R10640,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-01,5296,3855,248,957890,306464,119200,101300,59063,47600,633627,324263,33.9
R10641,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-02,5863,3673,236,867670,244818,119200,133200,42461,44600,584279,283391,32.7
R10642,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-03,6000,4050,221,893770,276739,119200,95200,57641,48600,597380,296390,33.2
R10643,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-04,7257,3956,219,866660,265080,119200,98200,45912,40200,568592,298068,34.4
R10644,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-05,7257,4343,224,974580,325033,119200,93400,46639,43000,627272,347308,35.6
R10645,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-06,6827,4771,221,1055680,353534,119200,85000,69947,42800,670481,385199,36.5
R10646,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-07,6295,3831,242,925560,274478,119200,108400,54129,49800,606007,319553,34.5
R10647,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-08,6269,4414,219,966960,301852,119200,97900,59207,46200,624359,342601,35.4
R10648,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-09,7727,4534,203,920460,302057,119200,106100,58011,48800,634168,286292,31.1
R10649,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-10,7397,5443,259,1409170,441207,119200,91000,49099,42900,743406,665764,47.2
R10650,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-11,8028,5100,264,1347940,448687,119200,110300,74648,42200,795035,552905,41
R10651,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2023-12,8416,4591,226,1039370,306070,119200,90700,78066,46400,640436,398934,38.4
R10652,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2024-01,7439,4720,236,1111690,365434,119200,106800,34885,44300,670619,441071,39.7
R10653,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2024-02,6858,4171,249,1037450,377967,119200,112100,41157,40200,690624,346826,33.4
R10654,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2024-03,7352,3677,219,804180,256950,119200,123200,43772,57000,600122,204058,25.4
R10655,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2024-04,7563,5101,219,1118580,375064,119200,96900,64151,40700,696015,422565,37.8
R10656,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2024-05,8904,5297,244,1294310,422356,119200,104500,91369,47700,785125,509185,39.3
R10657,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2024-06,6869,4006,269,1079090,383913,119200,98100,45893,47400,694506,384584,35.6
R10658,OUT133,BrewBite JP Nagar High,JP Nagar,South,High Street,1079,2022,2024-07,7298,4549,248,1130180,360882,119200,97600,49133,45300,672115,458065,40.5
